name,email,password_hash,balance
Daniela Correia,daniela.correia@catchit.pt,$2b$12$gYyraW043wOxjaemhwoREeDJHEtaFGKJ6SzSS3obd94eEgJrglnCK,410.84
André Tavares,andre.tavares@catchit.pt,$2b$12$YgyY.Q1vAaO4S/aVasJI6Ow0BZEn1cnEAKmkvFZPJfW/jOoYQ807O,168.75
André Nunes,andre.nunes@catchit.pt,$2b$12$7IzNQps6D790XQB.vdPSTuPXMI1cCC0E0BDmVwgzRRsmT.GnJySoS,180.23
Jorge Simões,jorge.simoes1@catchit.pt,$2b$12$nBHnAuqJR1BSarx.he20guBpWM3.WSM/HM4qWSJCasitZEYTcrvHe,114.82
Leonor Costa,leonor.costa@catchit.pt,$2b$12$B9Ymb65E3qDW6n6F3slcd.WrbJ1dz8UA0tFdlkbMMqACoXdm7U1ky,469.89
Vítor Correia,vitor.correia@catchit.pt,$2b$12$UiNhV2Ed1wWlpu9ES.QIkOhq74PKChjZFkClVm8f7ZUnaWfCdUHjO,437.4
Maria Oliveira,maria.oliveira@catchit.pt,$2b$12$legZF5iOtrfCORe2QkZLH.1U5Dpoh88LDw3BoL3EJv7O9FBfUVnYO,271.66
Inês Santos,ines.santos@catchit.pt,$2b$12$ZEZAwyIGxwY3C.i3ZJh2lePzK5nQvn/5UuThjMxL.sNh5DLK8MHSi,155.09
Sofia Reis,sofia.reis@catchit.pt,$2b$12$Wc.Q.Jd9fftALvA3ZXgIwe8v0PhAqIOnJiXCipFws8cZrqUb6dWES,448.35
Ana Santos,ana.santos@catchit.pt,$2b$12$s8Zo0WJ3CMxVoLJWiwfaaeAlfAIzr9PedVrs.ma/fMwAuWldiy8Su,47.89
Tiago Borges,tiago.borges@catchit.pt,$2b$12$IQiCEIf0Ptyk0fXljjs8jOhE5D1gStR/zM/B90BVSgSZybL7YO1nS,281.35
Carla Figueiredo,carla.figueiredo@catchit.pt,$2b$12$P.C.xyyd7VHJ08f9418kPe1ibClRPa8HWDarwM5FcEpZ88guWrK9C,342.86
Miguel Freitas,miguel.freitas@catchit.pt,$2b$12$LuVdRyGXi9jrBb3BwSTtCuR/IiMMhNby4JLB.vD1OVmT80Rfremha,119.25
Joana Azevedo,joana.azevedo@catchit.pt,$2b$12$3H5R/KVlzh7C.7JNh80OcO8MFPCYuScKlNviePUUO7kEjgLWNGZLy,308.87
Diogo Cruz,diogo.cruz@catchit.pt,$2b$12$vOyCDF0TZGge7GTwxw4s8OIPyIEsQuEW6AdyNarMJsX3DKX8as2Q.,478.65
Patrícia Mota,patricia.mota@catchit.pt,$2b$12$Wi8evgC1byiF6qAWvYC6QOmKVCDB/YJCL4mfQCHUfMsgB810I214O,317.6
Mariana Marques,mariana.marques@catchit.pt,$2b$12$7443ZXgB2oYpundkUjP4QefNzZ.EzDkU9mr/MrlFVH3kx8INP2Knq,152.82
Ricardo Dias,ricardo.dias@catchit.pt,$2b$12$AfFuGZouXHpqmijQZhRFz.qNtrHWxZQK4H.kcG/EyE.sqXFYnkyEu,182.31
Vasco Ferreira,vasco.ferreira@catchit.pt,$2b$12$Uulylfy3ig.CkJtYs44H3eCurqM4PZ3HR9IF6ltxo6WAdGW4jh76K,492.74
Ana Soares,ana.soares@catchit.pt,$2b$12$3TniBWD5Esdq55JIW2TPR.G3WMSfpEH0XiQI7es/Y4RFCxKE4z.Ym,194.56
Gonçalo Rodrigues,goncalo.rodrigues@catchit.pt,$2b$12$AxgcspXD6Et4BBiA26HQTuyrDe2rqiIEPGWyvMsncyG08JfRAP0Ni,390.46
Gonçalo Marques,goncalo.marques@catchit.pt,$2b$12$.bW3dhk03OEUqt8F.PQCL..HusGngmTWCZBDpQ/D6JYYRDG8hpcwm,410.96
Susana Carvalho,susana.carvalho@catchit.pt,$2b$12$1busZKADU6Bzxjrhy9tk5eNKYFwoYfljN/lF5QQ7N/jAFCtbvRhJm,244.78
Vasco Mendes,vasco.mendes@catchit.pt,$2b$12$8uwq9iqYIIswkNmHsaNR/.gl/qw.2NzuojM.D0K4uf4ZhZqOC.SQ2,449.45
Marta Azevedo,marta.azevedo@catchit.pt,$2b$12$mmOexHI9k4PeAzVSxDkdnei5XP5Eq7jwfxSHQPW4dX0rY9pRHBbSe,382.51
Beatriz Correia,beatriz.correia@catchit.pt,$2b$12$uMAjrwrHOk3RY/8n5mM8iOXhA1.URGd3FW7YSUAbBCHuJfMCkbDK2,176.48
Afonso Nunes,afonso.nunes1@catchit.pt,$2b$12$9TDGwfpldVOGzRlwKf1NDOoc68GfOlub/5TDYkcDrIsN6F495HoFO,116.72
Catarina Campos,catarina.campos@catchit.pt,$2b$12$MtINopcUhdRClrCFoppDZuRQsv/..6Bw12sZgYBo.B/ZC0V9owqtK,0.02
Maria Cunha,maria.cunha@catchit.pt,$2b$12$ocrl4Ub8KDITcbY9xOOIGuKLb3n7PNDM3eqAg4RjKf0VE.Jva7HfO,345.44
Carla Barbosa,carla.barbosa@catchit.pt,$2b$12$EF8vcVj/EUkiDr7eHFAeLOX5OI3w9Ub7YPf82XVp.ruTMMIoKTJUa,128.18
André Mota,andre.mota@catchit.pt,$2b$12$irbj03OgVve6tYmu8ZLJIenVnryBffihntHBqYZDuQ20fwTAU52v.,34.9
Leonor Nunes,leonor.nunes@catchit.pt,$2b$12$NVsszm.qesUmh9fZOmBSCu38NCmou95RFNWiYn9AMYzwGSr0bPoVi,131.78
Fernando Melo,fernando.melo@catchit.pt,$2b$12$lDftR6TYM2kzCIwXldxbr.en218D.YcRL.TqeMejg8j7x6YQGkkUW,13.77
Daniela Dias,daniela.dias@catchit.pt,$2b$12$NMfVc.7XmSr7yJpFg3jW6e7imXvx2UqhxyaoRgqof/MPW.2lRQh/a,253.96
Hugo Fernandes,hugo.fernandes@catchit.pt,$2b$12$1/vrmvphekTBDCw5CezvN.mHy89KIdjgpfPj0AZVOPfxD55reKD0C,365.18
Carolina Soares,carolina.soares1@catchit.pt,$2b$12$n00mObTtNFx1EojN8.ADuuUyStlxx0LRfPMP/IPwONh8KmswcEpwO,398.72
Inês Nunes,ines.nunes@catchit.pt,$2b$12$KanTMPWYMBQzEKxtvLbxwu8XOIxHd1aUrh7CHRMxjmlhCAik9vHLG,136.43
Mónica Cunha,monica.cunha@catchit.pt,$2b$12$PvYXjnQgj.G1UUNWSbouc..wIs6BbBQv1mJo6DgGMOKGidYgYiUbm,145.58
Sara Ferreira,sara.ferreira@catchit.pt,$2b$12$haL.rd98r3WZXpkUtItrUeeX7qZ52gX2foCCBwieTWrJrKzQEkfYq,149.9
Teresa Pires,teresa.pires@catchit.pt,$2b$12$k2x6dWrC4czTcaH.JaXGDe7flL3ThM5jbINeQ2DEqYBO0T5/bIgVO,301.38
Renato Figueiredo,renato.figueiredo@catchit.pt,$2b$12$i6zc8k/aisGOug.0029DfOK5XCeH7OmjiLDM0kpMUkoCgbAtKJRXe,297.71
Catarina Cardoso,catarina.cardoso@catchit.pt,$2b$12$zAscT5d4CEDj33rN0ZWZHOT7U5ZbWs8ms4dZJwB00sefmqgrpDbpi,38.99
Cláudia Soares,claudia.soares@catchit.pt,$2b$12$0B2VatfGf93KrMdBdsoDo.KWfnWeid4GMNDW2u.pwHkCNt/8txWjK,35.29
Paulo Vieira,paulo.vieira@catchit.pt,$2b$12$ZWNrw45U.RA1b7jCZMWn5ONAtofA836wj0yb1SpONNv16wT8rhrDC,440.32
Daniela Teixeira,daniela.teixeira@catchit.pt,$2b$12$DLB8qVyYstcvqTnftvJlJ.iBNJjZ8F1nd/38qJ9Zp7ul12vn4G.uy,400.97
Daniela Azevedo,daniela.azevedo@catchit.pt,$2b$12$IXOHXIPzQHNutcfukkZH9.Y5RBpCy/dHdxsrCdMUXwmZ5MoFpxigq,138.79
Helena Lopes,helena.lopes@catchit.pt,$2b$12$S5D4haP7Exc99K0IVFPLAu8XyYuvYiqgRq/pGQrjAoRmWmm8U8Cmu,121.61
Hugo Borges,hugo.borges@catchit.pt,$2b$12$yGlcl3PuDJikvXsU2zJ8wu1NFNKc80nNMvqdcJgRchFBNKrzNmGVK,147.13
Diogo Fernandes,diogo.fernandes@catchit.pt,$2b$12$ACTdJOB2iz0QjuctFDrepO8oOaB6DTiKgRvQHn2AXfXFbiPtQMSqa,17.55
Leonor Ribeiro,leonor.ribeiro@catchit.pt,$2b$12$hfQoP3VDsHgsRga6MaID9.ZCGaTSjVWJdJNS3Zuhnh.Mdsbd7TyH.,448.92
Eduardo Macedo,eduardo.macedo@catchit.pt,$2b$12$V7uwdC24fQnANlhTCrZSK.E2jZrWcbBV40i89uvt5qL.t0pJfZO6K,401.58
Joana Correia,joana.correia@catchit.pt,$2b$12$Gf7C.AJ.wg2IutiTiYnicOnsCly8v.DhemeJ/hjWiLAE8wCsNZbIe,71.23
Beatriz Rodrigues,beatriz.rodrigues@catchit.pt,$2b$12$Ju1Q01ZOMPM9CC//457zqu8W0.q9RMExEvDRqcTXHjSbYiO3iQUYy,117.09
Maria Simões,maria.simoes@catchit.pt,$2b$12$m2Zy5ESpgKmns2ZK4f7MYOPnqVsLQ6UhMhmZZ1vhVGvYuoTCxQ7BC,186.75
Teresa Borges,teresa.borges@catchit.pt,$2b$12$KLEgcDtcSgPONLSiPCKYEOxzMsHOfz43K7VIq3SZA3G6NN4srNb.O,261.92
Rodrigo Ramos,rodrigo.ramos@catchit.pt,$2b$12$s9PsvPb7Eu.rssEuc98S/uB5Zw9RLSnmO7zE0Yk0jOV7/cnxKevZG,438.93
Beatriz Dias,beatriz.dias@catchit.pt,$2b$12$.ra8OgdP2CFP5y6oJnRGrewsvgA145LmWcdEYK.0WX4RpKEqNLeyS,22.41
Leonor Barbosa,leonor.barbosa@catchit.pt,$2b$12$p55fw8/vVu/xjHRpTGCUSecNpWlJJ1KcTzUrTzCqg.H6AGTbyc2Hy,42.53
Cláudia Fernandes,claudia.fernandes@catchit.pt,$2b$12$ozKrBlSfEZxl/BU.DHPxu.h9PhCmhNrQfSQzehFjYNwQ.qFwxyk4u,213.67
Ana Marques,ana.marques@catchit.pt,$2b$12$7.3umyl5O4jwDd78fkbDKOv./.NYZYbOWJRjgWGfou6ulJtVLgouS,377.92
Sofia Teixeira,sofia.teixeira@catchit.pt,$2b$12$8Pp2ZiZQ2qDVQu4TMVwuCunhQPJsYSzLPU4SORXXwsvfK6txZ25km,255.72
Luís Vieira,luis.vieira@catchit.pt,$2b$12$PLw7OZqJb8uGY81GzPqrHeD1.osaxMbE8ixsQ8NuPvPgUzK7GTNci,100.18
Joana Correia,joana.correia1@catchit.pt,$2b$12$.1YodqpEMqlKV4L5HQmcMuIUyGHy.rlxcFehg0yx7s.VpuIUotxj.,25.06
Patrícia Correia,patricia.correia@catchit.pt,$2b$12$/DcQsmmxU6WnEhB6xTSTF.w5Ih3GT/E62yWusNZa2dPdsxgf8qtei,464.18
Mónica Carvalho,monica.carvalho@catchit.pt,$2b$12$mqfX0ND5N5.oTz0GZtDZIe5Li18WZE4niHw9Ayeb/Z52xg38j7Xh6,351.06
Daniela Macedo,daniela.macedo@catchit.pt,$2b$12$AowcZ6ua89wkwI92u4nrRuyWsPwf3IwzmZL7yKAQvGhmlnminqy.C,356.79
Sérgio Lopes,sergio.lopes@catchit.pt,$2b$12$YH85syS.r1DlObMuKArdrO/npfZXlalA2o/4WQ1ZyMAV7YxO.5h5C,217.19
Daniela Correia,daniela.correia1@catchit.pt,$2b$12$ubPM7AGkxIq9MeWd/UcD2e88ZGWh/fLc89.oHjr9y4H9I4940o6xq,464.71
Renato Pinto,renato.pinto@catchit.pt,$2b$12$fBZFlvz6Bdsn.8it/DrIfeNqc/ZWA1xJearOCodgo.usMkIM.lM9a,38.58
Patrícia Macedo,patricia.macedo1@catchit.pt,$2b$12$RGLVza7Sju9ZJRsOxoIkpO0gJmgO1enYg0aHbBJAKVuykHfBQAATy,95.79
Inês Soares,ines.soares@catchit.pt,$2b$12$0ekXYgrpVyXNva6XFuXhte5vcF.y/NycUtp6F1pxuCgWVfkthoWJO,83.3
Eduardo Vieira,eduardo.vieira@catchit.pt,$2b$12$rdP4y/Jh3pyG4i90nZxN6OFz29no23M4NYG8OK3Zq4/O5SX5p8uAS,195.11
Leonor Pereira,leonor.pereira@catchit.pt,$2b$12$OHnlWH9JNg7xblVMwT3y.eU7CfIbd278uZv2u0desQdgQvDHhmx46,314.77
Susana Mota,susana.mota@catchit.pt,$2b$12$8wXKn7JxuOjRNdMmw4cKfud1CPWoCdNGXXAwhSel73CbXlRVTLcGu,450.55
Luís Vieira,luis.vieira1@catchit.pt,$2b$12$4NGy4JF59u4fseNs35Ic6OSiilySY2Bk0UyRNF8mys1FVAgi0IwdG,6.71
Helena Sousa,helena.sousa@catchit.pt,$2b$12$cHfh7NwljhT0c7ans3M5aOHwDzfi/wLOfCRxXkwViC7NNk2caYNKu,58.8
Diana Simões,diana.simoes@catchit.pt,$2b$12$vsazr7g9XU7urVDxXYolHugCM.Q3FFoUea6YihP8.xa4Udj4peko2,88.25
Maria Mendes,maria.mendes@catchit.pt,$2b$12$xrSLlZDQlf7qP1DTo9fdhuvltNROyzQoSay5DK9uW76AFwxehMmE6,82.28
Vítor Sousa,vitor.sousa@catchit.pt,$2b$12$YMW3kv4UsRPjVeezKgeNj.hF678fAzKDbQQ2GL/TwaKHI8O5q4lqi,107.59
Renato Dias,renato.dias@catchit.pt,$2b$12$nqUidj7Y9q5pEt8wkMlR8eIdRKxuFRVZG9FILCeGh13OIZxvZPq2O,469.8
Leonor Gomes,leonor.gomes@catchit.pt,$2b$12$zRPX7j4KQJKKyRJwl5PWsOc9q67GOzyuQ//Sb54GmdLMed.mC3GpK,56.43
Tiago Marques,tiago.marques@catchit.pt,$2b$12$7F4nOjSXH/ZgISvz3JHzY.6VlH71w6aWut7sm0/ILLwD53Hs/W7.C,195.91
Inês Fernandes,ines.fernandes@catchit.pt,$2b$12$WT0CMzapOBSa.o8K6vhP5e28erssliQxTTzk1HsmvTAnZU7sYLz3S,207.47
Ana Vieira,ana.vieira@catchit.pt,$2b$12$vWPgO7EygCykWMah0TRb/uL1CSkRhO6tXt3zTEI6XDhdtvmUftMwi,389.9
Pedro Monteiro,pedro.monteiro@catchit.pt,$2b$12$0vHMLswGL..N/07SYMsbIO/4g3dSjuy5YjYGG6LxUXMGFeEc8u5PK,197.79
Susana Monteiro,susana.monteiro@catchit.pt,$2b$12$K2/sIDtz4ZcogpY5eJTtCeJxX7n1K1o0312PVgql83yF4VU4eQ7jW,192.75
Sofia Rocha,sofia.rocha@catchit.pt,$2b$12$GLSEQ5EYt/UfFaxM0.ACFu1kPo.jE3HZaHcgsiYhB/CQI5CGlBzLu,31.19
Raquel Figueiredo,raquel.figueiredo@catchit.pt,$2b$12$vjNwTiTZyNSltmcelJpjb.yIuwAdJZprrKHkuaMAkesvc2yByAfne,84.63
Tiago Simões,tiago.simoes@catchit.pt,$2b$12$ioh7h15YyWeGQdgoIDTUme9PVo6plfOlH8gI0ktKOa6SzyL6BD1Na,486.82
Paulo Alves,paulo.alves@catchit.pt,$2b$12$7CJv.pZfrCuJDpBcvS2dLeX9DPw8b.ydHayvGVpG7Q/ieSAKCklxe,109.55
Fernando Cruz,fernando.cruz@catchit.pt,$2b$12$4dSlRi/0GHSXEMUc.29rFuoega5EOkzrfxdk.vUaj.OlVBP4nRZz6,437.52
Alexandre Jesus,alexandre.jesus1@catchit.pt,$2b$12$Qb2nNB3KsZkS1jPciYL66u4CbVVY8HPO.HNmEAgjCoi02U1qWzGUu,85.4
João Gonçalves,joao.goncalves@catchit.pt,$2b$12$J9BYnqxow/Xg9.Pn72SJru5xgPfstt9m/7kvngOEScHwG8g4B/yYu,418.06
Ana Silva,ana.silva@catchit.pt,$2b$12$FVyZZOINlACZT3hAb20dEeofDxXUp09ljmxbO6Kc1tICBgo1PpQvS,236.6
Afonso Teixeira,afonso.teixeira@catchit.pt,$2b$12$MV2jyk1FL2bBSRusUImfnuQEAh5vAFY8Gdf8AG52oqsoB80ieQBpm,108.69
Francisca Pires,francisca.pires@catchit.pt,$2b$12$thluS9O5nbnxukr6ncvhLexZs4RFhhJbjeAgHHaa3CIgjOUrNajzq,64.4
Nuno Santos,nuno.santos@catchit.pt,$2b$12$2exB9VbzTHhZieQP1HKkbOK4DfmYjlbqLJRsQn0Yn2wI8nEZ.wN0G,461.69
Teresa Figueiredo,teresa.figueiredo@catchit.pt,$2b$12$Pha89Q4JX5qnbySXfVDXwOEB5/sYJlCpFXoTU3bZCQo89NvZ8QZ3u,295.46
Carla Vieira,carla.vieira@catchit.pt,$2b$12$J912XW0p..UMBgMUVZzTX.yLN2a.0tV7uiHumrg30xBOFcJ44aob.,372.12
André Jesus,andre.jesus@catchit.pt,$2b$12$.eQ86S1PXcmeyaLfUT2/Zu6Sm3fzaSehNEjkW391jHO2nZAvBAz1C,120.43
Vasco Moreira,vasco.moreira@catchit.pt,$2b$12$iX6Ars.nEMzOWNRUUe4waO1YEDgN8nDxCGMxLmt1oot7Xy9/lmiEi,477.4
Cláudia Mota,claudia.mota@catchit.pt,$2b$12$7rFwD6z18KKvkWI5BysYmepop3NDoQ6PGwTz934OY.Ij2uSpYckIq,25.95
Tiago Cunha,tiago.cunha@catchit.pt,$2b$12$3hm.818M7uUouK7V894qtO8eRCggIO6dtY75FppFlvmRw9QgdloDC,53.09
Paulo Vieira,paulo.vieira1@catchit.pt,$2b$12$OqYCXYPiYt38MVOtoVw1YOHPpUXtHL0nJNRvnAPF5BAxNxSJwyYxy,4.5
Luís Rocha,luis.rocha@catchit.pt,$2b$12$dpmmX0Wd59W2owcUrM5gy.U42tJsYvCltecVJhMvBXBCecf6uWNGC,416.96
Susana Nunes,susana.nunes@catchit.pt,$2b$12$.EJ51h8Qb605o0vTjBpvXOChC9vCDyuT0tMR1rnckUnNdV5TeFzUO,232.71
Miguel Melo,miguel.melo@catchit.pt,$2b$12$IJX5gvqT0Knu5A/mwhhtr.3XEJBLeBWe4bt2CMyqhVPzzk4p27f2O,448.12
Carolina Figueiredo,carolina.figueiredo@catchit.pt,$2b$12$AbloTHaH9lsa27YOsV7/BOcHm8h9hIu3WhTZG4BJ2nkoGF6NDkHou,469.63
Mónica Reis,monica.reis@catchit.pt,$2b$12$sNM5pyLc6cuLnAGfFnJvl.X99VJdx2xi8ahgacjxzKhaBkhU5Td2q,227.64
Eduardo Santos,eduardo.santos@catchit.pt,$2b$12$wmYg2zDAy7CKqiy.dBol9.D1GC9wjhh7ogQgdWjQoswXczbUNpoE.,96.19
Inês Ramos,ines.ramos@catchit.pt,$2b$12$cEl4bzqEAGvPTItxUOExtOf5RMdPSZdt42DFBdt2SKDmT4Yp5UCFu,450.55
Rui Vieira,rui.vieira@catchit.pt,$2b$12$NIz/0cXeS1NSP3zeXNzuhOU7SvOFj/Mtakfjvth.D3c5WVJS9.dxm,135.41
Paulo Borges,paulo.borges@catchit.pt,$2b$12$S1Ht.0O3f75uG6gLSSewQulOJ5AL7RbKyIw3lBpVhjQ6nuDanCj1i,47.31
André Carvalho,andre.carvalho@catchit.pt,$2b$12$v3grVFIYT.suct8x5wR3DOkHGMumLzFkJ5AGmVl4Gu1bDTtXfoxq6,228.89
Gonçalo Coelho,goncalo.coelho@catchit.pt,$2b$12$p3JivAZqOj035Tmp7oX.xewieaoHjk8GtlxErCzAvyZbH5IK.zdc2,456.47
Afonso Gonçalves,afonso.goncalves@catchit.pt,$2b$12$AsuxKfzgjWRDMLz90G2lLOKy3Lw916EPrd6isxa3VibZgv70N3.Zu,123.36
Sérgio Fonseca,sergio.fonseca@catchit.pt,$2b$12$VhUUaStAPIOLlYSBP7PU0eB0KCZt8SkY.TreMF4RawOekS/4Dmvk.,241.37
Renato Oliveira,renato.oliveira@catchit.pt,$2b$12$cfVecXw7dzU2E4asd7w74ODiPJgLhtLT1qrVKDgzBKe0igiO.IAqi,457.03
Sérgio Pereira,sergio.pereira@catchit.pt,$2b$12$fp6sy/RGe/RoTsIAAbFJf.w/yBrkQRv129M82LwnMu4.sgUJiANRa,248.0
Sofia Fonseca,sofia.fonseca@catchit.pt,$2b$12$eA0SeJkDvN14A1NTPn7nk.dhIFmeVZslltiCr5qqG5/cJWP32y.Le,82.32
Paulo Reis,paulo.reis@catchit.pt,$2b$12$9bMCb77WTUiimaJxjm5Q.ejmHvfxWWSM.CU/TyGSgrtiWWYt0EKCe,400.97
Renato Melo,renato.melo@catchit.pt,$2b$12$T67pk2ImYWAai9nXWvKWsuh2Oi9ILwVtJfkbFqpoHM9kZyP4jZcCO,191.55
Afonso Teixeira,afonso.teixeira1@catchit.pt,$2b$12$DeeFLqskJF6AgQLJsctQZO9Q0WKuoiQJLnIFH46nuQLpyYgYsBApi,91.44
Afonso Gonçalves,afonso.goncalves1@catchit.pt,$2b$12$F2x/hmIK8MIi/41V.TX8HuQjOipM.T2RvGoKtc2YTkgd9jRh/oXFi,462.89
Miguel Mendes,miguel.mendes@catchit.pt,$2b$12$80H.NQB.6bjpPKeYogPW2eMxsUhRssp1TgshtLFj4inLAafC60xcG,84.19
Afonso Freitas,afonso.freitas@catchit.pt,$2b$12$setw0xUD8DDpwW7kDD6fD.htUcmuuNBjwbAQbwfgrN2CaEmP1HM9O,279.98
Sérgio Marques,sergio.marques@catchit.pt,$2b$12$suEFEhF1UKTVcOtaqzeQruzjr.3CRoBI6u/1QWV9SjL5ZojQLYsyO,152.54
Carla Freitas,carla.freitas@catchit.pt,$2b$12$uiK2hkCMWZGs1kovfJaI2eGYqsKi7BfaxFoEHL.4CuSnEHAEVfbWm,391.57
Rui Gomes,rui.gomes@catchit.pt,$2b$12$Yaoanju2sbqKStOG48M2guXonVb7vAZTMHGjX48Sw4iu3QkfuI8lK,99.22
Sérgio Mendes,sergio.mendes@catchit.pt,$2b$12$D3722I6/p6ew/KDhdIqCqu3d3hYVtjzaoVpL2pTR0jbhtbUU/IxR.,312.91
Afonso Fernandes,afonso.fernandes@catchit.pt,$2b$12$/8vZgaJ.IUmy4Udy6DfuF.hVqDObTk1pxhj2qY4Qb0PfxeeWccNpu,109.44
Vasco Tavares,vasco.tavares@catchit.pt,$2b$12$6H8PGHuhbGTFnAXJvWkBm.ot0ScDVpDtbfk8hSJS/eGWFIUVxZGRm,206.83
Carla Macedo,carla.macedo@catchit.pt,$2b$12$M6qDCWzWxhHWre3bmToZIuvdnfEiZatDYwHqMTUMqx/QzvK2wsISO,83.69
Luís Fonseca,luis.fonseca@catchit.pt,$2b$12$kCqDtLKHRFq0TLUNsJ3gO.r8W73bO7/kZchvHBmGgrO4fMi8nWdW.,395.27
Hugo Cunha,hugo.cunha@catchit.pt,$2b$12$Xvgs0McJdHZim3xUGblL..eSfgK5LyuNXi8ksBiM4QEffJ/QyKG9a,457.24
Ana Figueiredo,ana.figueiredo@catchit.pt,$2b$12$8rjVSBxI1IBKtbECuRq.bO7aQvo53oDpM4NaSKI8UaCOWkpLX34NG,289.64
Marco Soares,marco.soares@catchit.pt,$2b$12$fg5NWYZ1TQ3oWY35ESR8juIvTf6IOSTZyI9gvBArd/Dz4RFEMS6t.,86.7
Catarina Cruz,catarina.cruz@catchit.pt,$2b$12$4w5EtLAu8IVsG6eY2Q.WEOmx7lY2DB1uJI7dDeLp/.XXfqvFtOpkK,97.16
Sérgio Fonseca,sergio.fonseca1@catchit.pt,$2b$12$WGRPWm3mQP2d5BbrUrp5WuuulxtZvVPED8lCAoDBH6KJd72Ect3dG,339.15
Vasco Simões,vasco.simoes@catchit.pt,$2b$12$sqdn7hl/BtMqhVkoGuYTh.qWvZtZTAs5nSH0CbH0CR4jj.aJusLIq,213.81
Rui Cunha,rui.cunha@catchit.pt,$2b$12$tYmOdX28PGSBvLZgQiZsW.2i5lI7lv5dMse3U91g0Y/D1JAnIIUbW,276.93
Bruno Dias,bruno.dias1@catchit.pt,$2b$12$HZ4sLlUovKUftpfXJk.mbO.ojtk7uTR6AJ2TiDiLrhIIZIwqIcqEO,277.62
Marta Freitas,marta.freitas@catchit.pt,$2b$12$tsSllFex.B3pJ2pjxYFxmeZZOcP4B20ivm1Btd0cKpkZemHRt3VcK,59.81
Susana Vieira,susana.vieira@catchit.pt,$2b$12$7WpGdAfEg3iRRVJihchR0etuYBfDmEOyGG4kA96H5I.9X657uSCqS,366.97
Sara Cunha,sara.cunha@catchit.pt,$2b$12$jALSmouaaDNOAs3z9HNaVOYJ8J/AW8VsMTdex8PLeLdG2Xg80cOH.,358.24
Sofia Almeida,sofia.almeida1@catchit.pt,$2b$12$1VzVGDJOoEGTEVSwI9N9ROznBUv21hffe26RnZSCJ9RGj/YP2j.86,362.77
Susana Vieira,susana.vieira1@catchit.pt,$2b$12$hKQI8MpnpHqVwFO/LfFBIuW7wz/FPdHtRSzwMflvCycTvJeLt098W,109.73
Alexandre Monteiro,alexandre.monteiro@catchit.pt,$2b$12$RGA97YHvzFydRSIkJG5XUuJ.FWiETm/WWOb1FyioO5964m.saNjyK,319.85
Marta Teixeira,marta.teixeira@catchit.pt,$2b$12$x2v6aJ5IHJoTLhOS/CIMHu5sAcHD/xo4uYjSML3JTkQmVnNGxpXyy,375.09
Miguel Sousa,miguel.sousa@catchit.pt,$2b$12$Y/1wul49csuNJUmW/wOSl.aXTdmLWBnq1dtmpOIBkjruu8lwzKHu.,11.93
Fernando Alves,fernando.alves@catchit.pt,$2b$12$NxKVhlRieIhD6iYGJBf6n.NNWo90dB1Mnf49xsLll7Xcb/HKMr95i,226.37
Leonor Ribeiro,leonor.ribeiro1@catchit.pt,$2b$12$uBWWqo1yB2/o.E7/Vnbh1uITNN9MZNcLixJDoPh9C.H/gHzvxu./u,80.72
Miguel Tavares,miguel.tavares@catchit.pt,$2b$12$mbQgN1dHV7zYl7QVoeJxSOofocmathERufr4BZdBalnOMow51B.u.,251.5
Rodrigo Gomes,rodrigo.gomes@catchit.pt,$2b$12$jWZIwMl02ljkl4cOERE/XO31hji9NHCEcvUa9LYPFsrxJ5j2Z2urC,238.58
Fernando Sousa,fernando.sousa@catchit.pt,$2b$12$Yi3b9aX6455VV.KAMGikiOyRe0mrFirjmifM07RQNJbPBRPlMU/cS,93.74
Jorge Cardoso,jorge.cardoso@catchit.pt,$2b$12$fWjn8DcYwhTOonz7dOdmsukmsbeYmv3z625yfSMu42TTQcv4poFiG,32.12
Sofia Silva,sofia.silva@catchit.pt,$2b$12$f0FZltsvLo5iZ4qrdLL.tu9lSkGECeP0umQgiWDS7zit09b49iTGK,184.93
Patrícia Fonseca,patricia.fonseca@catchit.pt,$2b$12$Lu8g7AQjoJ7VDm7pPD2mV.YikTRij9FTv/bxNjsJy5cdEoa9kCAYq,303.17
Marta Almeida,marta.almeida@catchit.pt,$2b$12$hCOigPa/si9ZcSMcS3KlmOpUHDo4j2ehh7tEcJLs/yQRKa3mK64rW,43.18
Miguel Ferreira,miguel.ferreira@catchit.pt,$2b$12$eE5phDAGkLzumyhMEtobZeShdX/Iz9Fdym8EGBEmEvhSf7jCF5ch2,218.18
Eduardo Carvalho,eduardo.carvalho@catchit.pt,$2b$12$2fPxVQkN.1fR5MBnPpqZfelz5YXibzaCQdPzk5OiHkP30tBiUrwJ6,152.09
Diana Monteiro,diana.monteiro@catchit.pt,$2b$12$dwbmGyEgxqsH/EGYepq.auAKuwHZ/Xh1KKzPhaEWf45HPwyy8yQvy,131.19
Vasco Pinto,vasco.pinto@catchit.pt,$2b$12$bndnwoQLvc4x6FwFWksXnuBqJOnUPp2RwSrur84zqyi99i9z44iCe,149.61
Rodrigo Rocha,rodrigo.rocha@catchit.pt,$2b$12$iOpuLmKnv6Cp70L9CpmhAuvF2xx2jrEQJRoTjGDXiCENUFI24Qyjy,283.62
